,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
338,Vacant Land 2018,71 SE 112th SE Newcastle WA 98056,Lake Washington Ridge,325000.0,0,2.56,256,167706,35.0,274.,http://www.redfin.com/WA/Newcastle/71-112th-Ave-SE-Unknown/home/145332862
339,Single Family Residential 2018,2115 NE 8th Street Renton WA 98056,Highlands,550000.0,5,2.75,226,4799,39.0,274.,http://www.redfin.com/WA/Renton/2115-NE-8th-St-98056/home/242500
340,Vacant Land 2018,23 NE 3RD St Renton WA 98056,May Creek,1250000.0,0,2.56,256,56386,40.0,274.,http://www.redfin.com/WA/Renton/23-NE-3rd-St-Unknown/home/145303528
341,Multi-Family (2-4 Unit) 2018,1507 Kirkland Ave NE Renton WA 98056,Highlands,495000.0,6,2,175,12285,41.0,274.,http://www.redfin.com/WA/Renton/1507-Kirkland-Ave-NE-98056/home/411046
342,Multi-Family (2-4 Unit) 2018,1501 Kirkland Ave NE Renton WA 98056,Highlands,495000.0,6,2,175,12075,41.0,274.,http://www.redfin.com/WA/Renton/1501-Kirkland-Ave-NE-98056/home/411048
343,Single Family Residential 2018,2802 Park Ave N Renton WA 98056,Lower Kennydale,1269990.0,5,4.25,380,6324,44.0,274.,http://www.redfin.com/WA/Renton/2802-Park-Ave-N-98056/home/112863601
344,Single Family Residential 2018,3778 Monterey Ct NE Renton WA 98056,Newcastle,1099950.0,5,3.5,385,5213,46.0,163.,http://www.redfin.com/WA/Renton/3778-Monterey-Ct-NE-98056/home/145674892
345,Single Family Residential 2018,2907 SE 3rd St Renton WA 98056,Liberty Ridge,495000.0,3,2.5,187,4593,46.0,50.0,http://www.redfin.com/WA/Renton/2907-SE-3rd-St-98056/home/2078166
346,Single Family Residential 2018,2920 NE 4th St Renton WA 98056,Highlands,495000.0,3,1.75,117,7700,46.0,274.,http://www.redfin.com/WA/Renton/2920-NE-4th-St-98056/home/243296
347,Single Family Residential 2018,3305 Garden Ct N Renton WA 98056,Kennydale,739950.0,3,1.75,232,7069,49.0,274.,http://www.redfin.com/WA/Renton/3305-Garden-Ct-N-98056/home/408459
348,Single Family Residential 2018,422 Windsor Wy NE Renton WA 98056,Highlands,599000.0,5,2.75,242,6000,59.0,274.,http://www.redfin.com/WA/Renton/422-Windsor-Way-NE-98056/home/241404
349,Single Family Residential 2018,2023 GLENNWOOD Ave NE Renton WA 98056,Kennydale,865000.0,5,3.5,429,5079,59.0,25.0,http://www.redfin.com/WA/Renton/2023-Glennwood-Ave-NE-98056/home/18660237
350,Single Family Residential 2018,3905 Lake Washington Blvd N Renton WA 98056,Kennydale,16000000.0,9,7.75,800,121281,66.0,274.,http://www.redfin.com/WA/Renton/3905-Lake-Washington-Blvd-N-98056/home/12304171
351,Condo/Co-op 2018,1150 Sunset Blvd NE #121 Renton WA 98056,Highlands,229000.0,2,1,891,96799,74.0,424.,http://www.redfin.com/WA/Renton/1150-Sunset-Blvd-NE-98056/unit-121/home/39000
352,Vacant Land 2018,2300 NE 3rd St Renton WA 98056,May Valley,6800000.0,0,2.56,256,511394,111.0,274.,http://www.redfin.com/WA/Renton/2300-NE-3rd-St-98056/home/144792417
353,Vacant Land 2018,4 -XX Edmonds Ave NE Renton WA 98056,Windsor Hills,150000.0,0,2.56,256,16000,116.0,274.,http://www.redfin.com/WA/Renton/4-XX-Edmonds-Ave-NE-98056/home/145030567
354,Vacant Land 2018,SE May Creek Park Dr Newcastle WA 98056,Newcastle,1125000.0,0,2.56,256,44129,119.0,274.,http://www.redfin.com/WA/Newcastle/SE-May-Creek-Park-Dr-Unknown/home/88846250
355,Single Family Residential 2018,3724 Park Ave N Renton WA 98056,Lower Kennydale,1184000.0,3,3,400,9695,122.0,274.,http://www.redfin.com/WA/Renton/3724-Park-Ave-N-98056/home/408243
356,Vacant Land 2018,40 Jones Ave NE Renton WA 98056,Kennydale,395000.0,0,2.56,256,75943,224.0,274.,http://www.redfin.com/WA/Renton/40-Jones-Ave-NE-98056/home/104490849
357,Single Family Residential 2018,1012 N 36th St Renton WA 98056,Lower Kennydale,959000.0,3,2,250,16800,239.0,274.,http://www.redfin.com/WA/Renton/1012-N-36th-St-98056/home/408465
358,Vacant Land 2018,122nd Ave SE Newcastle WA 98056,Newcastle,1625000.0,0,2.56,256,99113,319.0,274.,http://www.redfin.com/WA/Newcastle/122nd-Ave-SE-98056/home/140039813
359,Multi-Family (2-4 Unit) 2018,630 Index Place NE Renton WA 98056,Highlands,399000.0,2,2,115,10164,394.0,274.,http://www.redfin.com/WA/Renton/630-Index-Pl-NE-98056/home/242838
360,Vacant Land 2018,112 SE 82 St Newcastle WA 98056,Newcastle,600000.0,0,2.56,256,217800,2548.0,274.,http://www.redfin.com/WA/Newcastle/112-SE-82nd-St-98056/home/104490945
361,Single Family Residential 2018,3766 Monterey Ct NE Renton WA 98056,Monterey Meadows,1099950.0,5,4,385,96799,6.0,274.,http://www.redfin.com/WA/Renton/3766-Monterey-Ct-NE-98056/home/145634395
362,Single Family Residential 2018,Floorplan 3215 Renton WA 98056,Monterey Meadows,999950.0,4,3.5,321,96799,83.95428033866416,274.,http://www.redfin.com/WA/Renton/Monterey-Meadows/Floorplan-3215/home/145284227
363,Single Family Residential 2018,Floorplan 2501 Renton WA 98056,Monterey Meadows,949950.0,4,2.5,250,96799,83.95428033866416,274.,http://www.redfin.com/WA/Renton/Monterey-Meadows/Floorplan-2501/home/145284228
364,Single Family Residential 2018,Floorplan 3852 Renton WA 98056,Monterey Meadows,1099950.0,5,4,385,96799,83.95428033866416,274.,http://www.redfin.com/WA/Renton/Monterey-Meadows/Floorplan-3852/home/145284226
365,Single Family Residential 2018,Monterey Meadows - 2501 Renton WA 98056,Monterey Meadows,949950.0,4,2.5,250,96799,83.95428033866416,274.,http://www.redfin.com/WA/Renton/Monterey-Meadows/Monterey-Meadows-2501/home/145279792
366,Single Family Residential 2018,Monterey Meadows - 3852 Renton WA 98056,Monterey Meadows,1099950.0,5,4,385,96799,83.95428033866416,274.,http://www.redfin.com/WA/Renton/Monterey-Meadows/Monterey-Meadows-3852/home/145279791
367,Single Family Residential 2018,Monterey Meadows - 3215 Renton WA 98056,Monterey Meadows,999950.0,4,3.5,321,96799,83.95428033866416,274.,http://www.redfin.com/WA/Renton/Monterey-Meadows/Monterey-Meadows-3215/home/145276739
368,Vacant Land 2018,75709 NE 123rd St Skykomish WA 98288,Skykomish,53500.0,0,2.56,256,12355,135.0,274.,http://www.redfin.com/WA/Skykomish/75709-NE-123rd-St-98288/home/22707546
369,Vacant Land 2018,541 Sky Lane Skykomish WA 98288,Skykomish,105000.0,0,2.56,256,15300,149.0,274.,http://www.redfin.com/WA/Skykomish/541-Sky-Ln-98288/home/113624804
370,Vacant Land 2018,NE Lowe Creek Rd Baring WA 98224,Baring,72600.0,0,2.56,256,56192,279.0,274.,http://www.redfin.com/WA/Baring/NE-Lowe-Creek-Rd-98224/home/143295068
371,Vacant Land 2018,333 River Dr E Skykomish WA 98288,Skykomish,1300000.0,0,2.56,256,40683,644.0,274.,http://www.redfin.com/WA/Skykomish/333-River-Dr-W-98288/home/77284796
372,Single Family Residential 2018,9851 S 262nd Place Kent WA 98030,Scenic Hill,399950.0,4,2.25,185,13800,1.0,274.,http://www.redfin.com/WA/Kent/9851-S-262nd-Pl-98030/home/396461
373,Single Family Residential 2018,24920 122nd Place SE Kent WA 98030,Kent,619950.0,3,2.5,257,3355,2.0,72.0,http://www.redfin.com/WA/Kent/24920-122nd-Pl-SE-98030/home/143457805
374,Single Family Residential 2018,24920 123rd Place SE Kent WA 98030,Kent,619950.0,3,2.5,297,3650,2.0,72.0,http://www.redfin.com/WA/Kent/24920-123rd-Pl-SE-98030/home/143457818
375,Single Family Residential 2018,25019 122nd Place SE Kent WA 98030,Kent,514950.0,3,2.5,215,3070,2.0,72.0,http://www.redfin.com/WA/Kent/25019-122nd-Pl-SE-98030/home/143457750
376,Single Family Residential 2018,25015 122nd Place SE Kent WA 98030,Kent,514950.0,3,2.5,215,3039,2.0,72.0,http://www.redfin.com/WA/Kent/25015-122nd-Pl-SE-98030/home/143457751
377,Single Family Residential 2018,12221 SE 260th Place Kent WA 98030,Kent,624999.0,4,2.75,316,5702,3.0,274.,http://www.redfin.com/WA/Kent/12221-SE-260th-Pl-98030/home/18471548
378,Single Family Residential 2018,12600 276th Wy SE Kent WA 98030,East Hill,399950.0,4,1.5,148,7596,3.0,274.,http://www.redfin.com/WA/Kent/12600-SE-276th-Way-98030/home/403310
379,Single Family Residential 2018,25111 122nd Place SE Kent WA 98030,Kent,535250.0,3,2.5,215,3935,3.0,72.0,http://www.redfin.com/WA/Kent/25111-122nd-Pl-SE-98030/home/143457745
380,Single Family Residential 2018,24827 128th Place SE Kent WA 98030,East Hill,329900.0,3,2,121,9750,3.0,274.,http://www.redfin.com/WA/Kent/24827-128th-Pl-SE-98030/home/398423
381,Single Family Residential 2018,27432 122nd Place SE Kent WA 98030,Kent,397500.0,3,2.5,148,10336,3.0,50.0,http://www.redfin.com/WA/Kent/27432-122nd-Pl-SE-98030/home/22226202
382,Townhouse 2018,10939 SE 251st Place Unit D Kent WA 98030,Kent,249000.0,2,1.5,110,106286,3.0,275.,http://www.redfin.com/WA/Kent/10939-SE-251-Pl-98030/unit-D/home/11903351
383,Single Family Residential 2018,1221 E Walnut St Kent WA 98030,Scenic Hill,475000.0,4,2.5,229,9060,3.0,274.,http://www.redfin.com/WA/Kent/1221-E-Walnut-St-98030/home/18665210
384,Townhouse 2018,10425 SE 250th Place Unit B101 Kent WA 98030,East Hill,345000.0,3,2.5,163,172062,4.0,360.,http://www.redfin.com/WA/Kent/10425-SE-250th-Pl-98030/unit-B101/home/43198
385,Condo/Co-op 2018,9623 S 248th St Unit D6 Kent WA 98030,East Hill,135000.0,1,1,640,96799,4.0,276.,http://www.redfin.com/WA/Kent/9623-S-248th-St-98030/unit-D6/home/59415
386,Single Family Residential 2018,26524 115th Place SE Kent WA 98030,East Hill,359950.0,3,2.5,158,6508,4.0,274.,http://www.redfin.com/WA/Kent/26524-115th-Pl-SE-98030/home/404232
387,Condo/Co-op 2018,26213 116th Ave SE Unit C202 Kent WA 98030,East Hill,215000.0,2,1.75,967,96799,4.0,330.,http://www.redfin.com/WA/Kent/26213-116th-Ave-SE-98030/unit-C202/home/2073115
388,Single Family Residential 2018,26705 106th Ave SE Kent WA 98030,Kent,450000.0,4,2.5,219,5720,4.0,20.0,http://www.redfin.com/WA/Kent/26705-106th-Ave-SE-98030/home/22463932
389,Single Family Residential 2018,27330 110th Ave SE Kent WA 98030,Kent,529000.0,4,2.75,219,21854,5.0,274.,http://www.redfin.com/WA/Kent/27330-110th-Ave-SE-98030/home/11898984
390,Single Family Residential 2018,25017 113th Ave SE #35 Kent WA 98030,East Hill,639995.0,5,2.75,335,7261,5.0,55.0,http://www.redfin.com/WA/Kent/25017-113th-Ave-SE-98030/unit-35/home/145666284
391,Single Family Residential 2018,11740 SE 266th Place Kent WA 98030,East Hill,425000.0,3,2.5,161,6753,7.0,274.,http://www.redfin.com/WA/Kent/11740-SE-266th-Pl-98030/home/403476
392,Single Family Residential 2018,28113 121st Ave SE Kent WA 98030,Kentridge,370000.0,3,2.75,168,5785,7.0,6.0,http://www.redfin.com/WA/Kent/28113-121st-Ave-SE-98030/home/403152
393,Single Family Residential 2018,24103 119th Place SE Kent WA 98030,East Hill,568400.0,4,2.75,319,5855,8.0,50.0,http://www.redfin.com/WA/Kent/24103-119th-Pl-SE-98030/home/12317706
394,Single Family Residential 2018,27012 118th Place SE Kent WA 98030,East Hill,479950.0,4,2.5,268,11272,8.0,274.,http://www.redfin.com/WA/Kent/27012-118th-Pl-SE-98030/home/404827
395,Condo/Co-op 2018,1812 Maple Lane Unit D26 Kent WA 98030,Green River,239900.0,2,1.5,114,96799,10.0,330.,http://www.redfin.com/WA/Kent/1812-Maple-Ln-98030/unit-D26/home/45705
396,Townhouse 2018,11506 SE 259th St #102 Kent WA 98030,East Hill,433000.0,0,2.56,213,2832,10.0,137.,http://www.redfin.com/WA/Kent/11506-SE-259th-St-98030/unit-102/home/2066319
397,Single Family Residential 2018,9928 S 267 St Kent WA 98030,East Hill,699999.0,5,3,306,15218,10.0,274.,http://www.redfin.com/WA/Kent/9928-S-267th-St-98030/home/398008
398,Single Family Residential 2018,26523 97th Ave S Kent WA 98030,Scenic Hill,875000.0,5,2.5,329,39930,11.0,274.,http://www.redfin.com/WA/Kent/26523-97th-Ave-S-98030/home/396091
399,Single Family Residential 2018,11709 SE 242ND St Kent WA 98030,Kent,869000.0,5,5.5,386,6037,12.0,274.,http://www.redfin.com/WA/Kent/11709-SE-242nd-St-98030/home/28581462
400,Multi-Family (2-4 Unit) 2018,1419 S Maple Lane Kent WA 98030,Green River,699950.0,8,4,357,11500,12.0,274.,http://www.redfin.com/WA/Kent/1419-Maple-Ln-98030/home/2061511
401,Single Family Residential 2018,27643 121st Place SE Kent WA 98031,Kent,450000.0,3,2.75,209,11780,12.0,274.,http://www.redfin.com/WA/Kent/27643-121st-Pl-SE-98030/home/403539
402,Single Family Residential 2018,11311 SE 252nd St #11 Kent WA 98030,Kent,654995.0,4,2.75,360,5701,12.0,55.0,http://www.redfin.com/WA/Kent/11311-SE-252nd-St-98030/unit-11/home/145591827
403,Single Family Residential 2018,11321 SE 252nd St #15 Kent WA 98030,East Hill,634995.0,4,2.75,322,5701,12.0,55.0,http://www.redfin.com/WA/Kent/11321-SE-252nd-St-98030/unit-15/home/145591826
404,Single Family Residential 2018,24319 102nd Ave SE Kent WA 98030,Kent,749999.0,6,3.75,403,24057,17.0,274.,http://www.redfin.com/WA/Kent/24319-102nd-Ave-SE-98030/home/397979
405,Single Family Residential 2018,26462 124th Ave SE Kent WA 98030,East Hill,749900.0,0,2.56,349,91476,18.0,274.,http://www.redfin.com/WA/Kent/26462-124th-Ave-SE-98030/home/398498
406,Single Family Residential 2018,25530 128th Ave SE #20 Kent WA 98030,Kent,639950.0,4,3,301,6703,18.0,274.,http://www.redfin.com/WA/Kent/25530-128th-Ave-SE-98030/unit-20/home/145555172
407,Single Family Residential 2018,12731 SE 261st Place Kent WA 98030,Lake Meridian,599995.0,4,2.5,307,12275,18.0,274.,http://www.redfin.com/WA/Kent/12731-SE-261st-Pl-98030/home/22692148
408,Single Family Residential 2018,12606 SE 279th Place Kent WA 98030,Kent,519999.0,5,2.75,288,6115,19.0,21.0,http://www.redfin.com/WA/Kent/12606-SE-279th-Pl-98030/home/22525153
409,Single Family Residential 2018,25412 128th Place SE #8 Kent WA 98030,Kent,622950.0,4,2.75,326,5500,21.0,55.0,http://www.redfin.com/WA/Kent/25412-128th-Pl-SE-98030/unit-8/home/145543345
410,Single Family Residential 2018,27113 109th Ct SE Kent WA 98030,East Hill,479950.0,5,3.25,276,9679,24.0,274.,http://www.redfin.com/WA/Kent/27113-109th-Ct-SE-98030/home/405405
411,Condo/Co-op 2018,9623 S 248th St Unit E1 Kent WA 98030,East Hill,170000.0,1,1,640,96799,24.0,276.,http://www.redfin.com/WA/Kent/9623-S-248th-St-98030/unit-E1/home/145520508
412,Condo/Co-op 2018,25730 115th Ave SE Unit B-104 Kent WA 98030,East Hill,179900.0,2,1,801,182039,26.0,313.,http://www.redfin.com/WA/Kent/25730-115th-Ave-SE-98030/unit-B104/home/58682
413,Single Family Residential 2018,10805 SE 248th St Kent WA 98030,Kent,599950.0,4,2,165,32590,28.0,274.,http://www.redfin.com/WA/Kent/10805-SE-248th-St-98030/home/400091
414,Condo/Co-op 2018,25720 114th Ave SE Unit F306 Kent WA 98030,Kent,209950.0,3,2,100,96799,31.0,351.,http://www.redfin.com/WA/Kent/25720-114th-Ave-SE-98030/unit-F306/home/4970
415,Single Family Residential 2018,12313 SE 262nd Ct Kent WA 98030,Kent,574000.0,4,2.5,266,5894,31.0,274.,http://www.redfin.com/WA/Kent/12313-SE-262nd-Ct-98030/home/12318658
416,Single Family Residential 2018,11705 SE 268th St Kent WA 98030,East Hill,469995.0,3,2.75,169,8051,32.0,274.,http://www.redfin.com/WA/Kent/11705-SE-268th-St-98030/home/403389
417,Single Family Residential 2018,849 Tilden Ave Kent WA 98030,Scenic Hill,430000.0,3,2.5,236,7000,32.0,274.,http://www.redfin.com/WA/Kent/849-Tilden-Ave-98030/home/397021
418,Single Family Residential 2018,25214 113th Ave SE #9 Kent WA 98030,East Hill,549995.0,4,2.5,265,5826,40.0,55.0,http://www.redfin.com/WA/Kent/25214-113th-Ave-SE-98030/unit-9/home/145303477
419,Single Family Residential 2018,27209 121st Ave SE Kent WA 98030,Kent,299999.0,3,1,126,10125,40.0,274.,http://www.redfin.com/WA/Kent/27209-121st-Ave-SE-98030/home/403195
420,Single Family Residential 2018,24854 116th Ave SE Kent WA 98030,East Hill,1500000.0,4,4,454,136342,45.0,274.,http://www.redfin.com/WA/Kent/24854-116th-Ave-SE-98030/home/401637
421,Single Family Residential 2018,11305 SE 252nd St #10 Kent WA 98030,East Hill,609995.0,5,2.75,300,5701,46.0,55.0,http://www.redfin.com/WA/Kent/11305-SE-252nd-St-98030/unit-10/home/145279455
422,Single Family Residential 2018,612 Kennebeck Ave N Kent WA 98031,Downtown Kent,299000.0,2,1,175,11696,56.0,274.,http://www.redfin.com/WA/Kent/612-Kennebeck-Ave-N-98030/home/396487
423,Single Family Residential 2018,25504 128th Ave SE #26 Kent WA 98030,Kent,629950.0,4,3,301,5750,57.0,51.0,http://www.redfin.com/WA/Kent/25504-128th-Ave-SE-98030/unit-26/home/145229472
424,Single Family Residential 2018,25216 113th Ave SE #12 Kent WA 98030,East Hill,559995.0,4,2.5,265,5716,68.0,55.0,http://www.redfin.com/WA/Kent/25216-113th-Ave-SE-98030/unit-12/home/145126551
425,Single Family Residential 2018,19420 121st                 (Lot 5) Place SE Kent WA 98031,Kent,669950.0,5,3.25,298,4740,73.0,62.0,http://www.redfin.com/WA/Kent/19420-SE-Kent-Kangley-Rd-98030/home/145108539
426,Single Family Residential 2018,27901 106th Ave SE Kent WA 98030,Kent,619780.0,4,2.5,259,8487,78.0,50.0,http://www.redfin.com/WA/Kent/27901-106th-Ave-SE-98030/home/50269273
427,Single Family Residential 2018,25409 128th Ave SE #5 Kent WA 98030,Kent,619950.0,4,2.75,326,6576,95.0,274.,http://www.redfin.com/WA/Kent/25409-128th-Ave-SE-98030/unit-5/home/144879520
428,Vacant Land 2018,22400 Canyon Dr Kent WA 98030,Kent,245000.0,0,2.56,256,46400,103.0,274.,http://www.redfin.com/WA/Kent/22400-Canyon-Dr-98030/home/22651088
429,Vacant Land 2018,248 96th Ave S Kent WA 98030,East Hill,239000.0,0,2.56,256,15000,168.0,274.,http://www.redfin.com/WA/Kent/248-96th-Ave-S-Unknown/home/144481437
430,Single Family Residential 2018,26461 104th Ave SE Kent WA 98030,Kent,665000.0,5,2.5,286,43560,170.0,274.,http://www.redfin.com/WA/Kent/26461-104th-Ave-SE-98030/home/397197
431,Vacant Land 2018,102 Summit Ave N Kent WA 98030,Kent,950000.0,0,2.56,256,123618,181.0,274.,http://www.redfin.com/WA/Kent/102-Summit-Ave-N-98030/home/8185223
432,Single Family Residential 2018,11914 SE 268th St Kent WA 98030,Lake Meridian,799950.0,4,2.75,279,81892,208.0,274.,http://www.redfin.com/WA/Kent/11914-SE-268th-St-98030/home/402249
433,Vacant Land 2018,126 SE Kent Kangley Rd Kent WA 98030,Kent,3499000.0,0,2.56,256,719175,210.0,274.,http://www.redfin.com/WA/Kent/126-SE-Kent-Kangley-Rd-98030/home/144151594
434,Single Family Residential 2018,9315 S 243rd Place Kent WA 98030,East Hill,627000.0,4,2.75,273,5059,219.0,30.0,http://www.redfin.com/WA/Kent/9315-S-243rd-St-98030/home/144059795
435,Vacant Land 2018,25002 104th Ave SE Kent WA 98030,East Hill,375000.0,0,2.56,256,33500,284.0,274.,http://www.redfin.com/WA/Kent/25002-104th-Ave-SE-98030/home/143193880
436,Single Family Residential 2018,11720 SE 269th Place Kent WA 98030,East Hill,750000.0,4,4.5,431,6300,422.0,274.,http://www.redfin.com/WA/Kent/11720-SE-269th-Pl-98030/home/101611343
437,Single Family Residential 2018,Melbourne 4710 Kent WA 98030,The Preserve at East Hill,634995.0,5,2.5,322,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Melbourne-4710/home/145198566
438,Single Family Residential 2018,Preston 3738 Kent WA 98030,The Preserve at East Hill,569995.0,4,2.5,263,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Preston-3738/home/145617585
439,Single Family Residential 2018,Caslon 4723 Kent WA 98030,The Preserve at East Hill,659995.0,6,3.5,337,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Caslon-4723/home/145198567
440,Single Family Residential 2018,Bradford 3750 Kent WA 98030,The Preserve at East Hill,549995.0,4,2.5,265,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Bradford-3750/home/144824758
441,Single Family Residential 2018,Bridgeport 3733 Kent WA 98030,The Preserve at East Hill,574995.0,4,2.5,266,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Bridgeport-3733/home/145054886
442,Single Family Residential 2018,Brighton 3831 Kent WA 98030,The Preserve at East Hill,654995.0,5,2.5,360,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Brighton-3831/home/145198569
443,Single Family Residential 2018,Lexington 3829 Kent WA 98030,The Preserve at East Hill,609995.0,5,2.5,300,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Lexington-3829/home/145198568
444,Single Family Residential 2018,Cascade 3725 Kent WA 98030,The Preserve at East Hill,979236.6626145171,4,3,257,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Cascade-3725/home/144803032
445,Single Family Residential 2018,241D Kent WA 98030,Westview Meadows,500000.0,5,3,311,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Westview-Meadows/241D/home/143947862
446,Single Family Residential 2018,249A Kent WA 98030,Westview Meadows,612900.0,3,3,275,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Westview-Meadows/249A/home/143947861
447,Single Family Residential 2018,229C Kent WA 98030,Westview Meadows,609500.0,3,3,272,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Westview-Meadows/229C/home/143947860
448,Single Family Residential 2018,289A Kent WA 98030,Westview Meadows,611000.0,3,2,271,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Westview-Meadows/289A/home/143947859
449,Single Family Residential 2018,241A Kent WA 98030,Westview Meadows,648000.0,5,3,311,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Westview-Meadows/241A/home/143947858
450,Townhouse 2018,120 124th St SW Unit B6 Everett WA 98204,Mariner,229900.0,2,1.5,112,96799,5.0,295.,http://www.redfin.com/WA/Everett/120-124th-St-SW-98204/unit-B6/home/2787378
451,Townhouse 2018,2402 119th St SW Unit C2 Everett WA 98204,Mukilteo,425000.0,4,2.5,199,4500,5.0,19.0,http://www.redfin.com/WA/Everett/2402-119th-St-SW-98204/unit-C-2/home/2917231
452,Condo/Co-op 2018,12404 E Gibson Rd Unit F202 Everett WA 98204,South Everett,229000.0,2,2,861,473787,5.0,246.,http://www.redfin.com/WA/Everett/12404-E-Gibson-Rd-98204/unit-F202/home/11884297
453,Multi-Family (2-4 Unit) 2018,2904 York Rd Everett WA 98204,Everett,599950.0,4,4.5,252,16988,6.0,274.,http://www.redfin.com/WA/Everett/2904-York-Rd-98204/unit-A/home/2729260
454,Single Family Residential 2018,13214 14th Ave W Lynnwood WA 98087,Lake Stickney,600000.0,3,2.75,262,12632,6.0,274.,http://www.redfin.com/WA/Lynnwood/13214-14th-Ave-W-98087/home/2709983
455,Single Family Residential 2018,12030 Alexander Road Everett WA 98204,Mukilteo Speedway,365000.0,3,1,113,23522,9.0,274.,http://www.redfin.com/WA/Everett/12030-Alexander-Rd-98204/home/2729724
456,Single Family Residential 2018,12707 29th Place W Everett WA 98204,Paine Field,339950.0,3,1.75,122,11761,10.0,274.,http://www.redfin.com/WA/Everett/12707-29th-Pl-W-98204/home/2729301
457,Single Family Residential 2018,11633 10th Place W Everett WA 98204,Everett,530000.0,4,3.5,205,3120,11.0,50.0,http://www.redfin.com/WA/Everett/11633-10th-Pl-W-98204/unit-19/home/55098889
458,Townhouse 2018,12202 29 Ave W #1 Everett WA 98204,Mukilteo,419900.0,3,2.5,169,3008,12.0,20.0,http://www.redfin.com/WA/Everett/12202-29th-Ave-W-98204/unit-1/home/11884937
459,Townhouse 2018,2829 Gibson Rd Everett WA 98204,South Everett,569950.0,4,2.5,192,2679,18.0,27.0,http://www.redfin.com/WA/Everett/2829-Gibson-Rd-98204/home/2729663
460,Mobile/Manufactured Home 2018,815 124th St SW #63 Everett WA 98204,Mariner,249900.0,2,1.75,130,1186466,19.0,274.,http://www.redfin.com/WA/Everett/815-124th-St-SW-98204/unit-63/home/103957375
461,Mobile/Manufactured Home 2018,815 124th St SW #109 Everett WA 98204,Mariner,225000.0,2,1.75,146,1186466,25.0,274.,http://www.redfin.com/WA/Everett/815-124th-St-SW-98204/unit-109/home/2876234
462,Mobile/Manufactured Home 2018,226 106th St SW Everett WA 98204,Everett Mall,435000.0,1,1,830,17646,26.0,274.,http://www.redfin.com/WA/Everett/226-106th-St-SW-98204/home/2704859
463,Multi-Family (5+ Unit) 2018,0 Everett WA 98204,Paine Field,6500000.0,20,2.56,318,31799,35.0,274.,http://www.redfin.com/WA/Everett/Undisclosed-address-98204/home/145333010
464,Single Family Residential 2018,308 106th St SW Everett WA 98204,Intercity,325000.0,2,1,112,10454,36.0,274.,http://www.redfin.com/WA/Everett/308-106th-St-SW-98204/home/2704851
465,Mobile/Manufactured Home 2018,12605 E Gibson Rd #65 Everett WA 98204,South Everett,47500.0,2,1,956,604260,60.0,274.,http://www.redfin.com/WA/Everett/12605-E-Gibson-Rd-98204/unit-65/home/2879324
466,Single Family Residential 2018,2908 122nd St SW Everett WA 98204,Paine Field,600000.0,0,2.56,108,20909,75.0,274.,http://www.redfin.com/WA/Everett/2908-122nd-St-SW-98204/home/2729692
467,Single Family Residential 2018,213 105th St SW Everett WA 98204,Everett,275000.0,2,1,788,8276,83.0,274.,http://www.redfin.com/WA/Everett/213-105th-St-SW-98204/home/2704727
468,Condo/Co-op 2018,9815 Holly Dr Unit A-306 Everett WA 98204,Everett,199950.0,2,2,105,96799,118.0,187.,http://www.redfin.com/WA/Everett/9815-Holly-Dr-98204/unit-A306/home/2812875
469,Single Family Residential 2018,13104 Avondale Wy Everett WA 98204,South Everett,400000.0,2,1,784,39938,138.0,274.,http://www.redfin.com/WA/Everett/13104-Avondale-Way-98204/home/2658628
470,Single Family Residential 2018,10430 Holly Dr Everett WA 98204,Paine Field,595000.0,3,1.5,133,40075,139.0,274.,http://www.redfin.com/WA/Everett/10430-Holly-Dr-98204/home/2736303
471,Vacant Land 2018,903 W Casino Rd Everett WA 98204,Casino,939000.0,0,2.56,256,132422,289.0,274.,http://www.redfin.com/WA/Everett/903-Casino-Rd-98204/home/28656376
472,Vacant Land 2018,2325 103rd St SW Everett WA 98204,Everett,2000000.0,0,2.56,256,123710,469.0,274.,http://www.redfin.com/WA/Everett/2325-103rd-St-SW-98204/home/2729879
473,Condo/Co-op 2018,11632 Admiralty Way Unit D Everett WA 98204,Everett,249500.0,2,2.5,123,96799,80.0,274.,http://www.redfin.com/WA/Everett/11632-Admiralty-Way-98204/unit-D/home/2809262
