SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,337 Factory Ave N,Renton,WA,98057,590000,5,2.5,Renton,2180,4120,2018,3,271,,Active,,,http://www.redfin.com/WA/Renton/337-Factory-Ave-N-98057/home/343055,NWMLS,1283793,N,Y,47.487785,-122.1984257
MLS Listing,,Single Family Residential,21012 40th Ave SE,Bothell,WA,98021,679950,4,2.5,Bothell,1949,2925,2012,3,349,75,Active,,,http://www.redfin.com/WA/Bothell/21012-40th-Ave-SE-98021/home/54807959,NWMLS,1286450,N,Y,47.8070222,-122.1798197
MLS Listing,,Single Family Residential,8921 5th Ave NE,Seattle,WA,98115,350000,1,1.0,Maple Leaf,670,3200,1927,3,522,,Active,,,http://www.redfin.com/WA/Seattle/8921-5th-Ave-NE-98115/home/110670,NWMLS,1285256,N,Y,47.6937879,-122.3233073
MLS Listing,,Single Family Residential,9855 NE 31st St,Bellevue,WA,98004,1595000,3,1.75,Bellevue,2110,10870,1952,3,756,,Active,,,http://www.redfin.com/WA/Bellevue/9855-NE-31st-St-98004/home/250587,NWMLS,1285064,N,Y,47.6381343,-122.2073492
MLS Listing,,Single Family Residential,13311 22nd Ave W,Lynnwood,WA,98087,450000,4,2.5,Lake Stickney,1851,3571,2007,3,243,50,Active,,,http://www.redfin.com/WA/Lynnwood/13311-22nd-Ave-W-98087/unit-53/home/12488822,NWMLS,1286610,N,Y,47.8770409,-122.2629341
MLS Listing,,Single Family Residential,1232 194th St SE,Bothell,WA,98012,978000,3,2.5,North Creek,3211,139828,1934,3,305,,Active,,,http://www.redfin.com/WA/Bothell/1232-194th-St-SE-98012/home/2546568,NWMLS,1286036,N,Y,47.8216295,-122.2161809
MLS Listing,,Single Family Residential,2427 S 132nd St,SeaTac,WA,98168,365000,3,1.0,SeaTac,2020,11675,1957,3,181,,Active,,,http://www.redfin.com/WA/SeaTac/2427-S-132nd-St-98168/home/191247,NWMLS,1285254,N,Y,47.4849245,-122.3009374
MLS Listing,,Single Family Residential,2312 W Crockett St,Seattle,WA,98199,675000,2,1.0,Magnolia,1211,4750,1969,3,557,350,Active,May-7-2018 05:00 PM,May-7-2018 07:00 PM,http://www.redfin.com/WA/Seattle/2312-W-Crockett-St-98199/home/72721,NWMLS,1286603,N,Y,47.637914,-122.386852
MLS Listing,,Single Family Residential,18324 38th Ave SE,Bothell,WA,98012,560000,3,2.5,Bothell,1594,4023,2010,3,351,107,Active,,,http://www.redfin.com/WA/Bothell/18324-38th-Ave-SE-98012/unit-78/home/12105070,NWMLS,1286484,N,Y,47.8311347,-122.1820746
MLS Listing,,Townhouse,4908 S 4th Ave Unit A,Everett,WA,98203,312900,3,2.5,Lowell,1368,12840,2010,3,229,62,Active,,,http://www.redfin.com/WA/Everett/4908-S-4th-Ave-98203/unit-A/home/28466982,NWMLS,1285648,N,Y,47.9532521,-122.1980342
MLS Listing,,Mobile/Manufactured Home,20406 Lil Bear Creek Rd #203,Woodinville,WA,98072,92500,3,2.0,Maltby,1344,,1980,3,69,,Active,,,http://www.redfin.com/WA/Woodinville/20406-Little-Bear-Creek-Rd-98072/unit-203/home/2872863,NWMLS,1285712,N,Y,47.8122839,-122.1628655
MLS Listing,,Townhouse,21507 42nd Ave S Unit K2,SeaTac,WA,98198,388000,3,2.5,Riverview,1871,380761,2004,3,207,394,Active,,,http://www.redfin.com/WA/SeaTac/21507-42nd-Ave-S-98198/unit-K2/home/2087777,NWMLS,1286175,N,Y,47.4090047,-122.2831035
MLS Listing,,Single Family Residential,6527 128th Place SW,Edmonds,WA,98026,639950,3,2.5,Picnic Point,2410,4567,2011,3,266,70,Active,,,http://www.redfin.com/WA/Edmonds/6527-128th-Pl-SW-98026/unit-1/home/39593624,NWMLS,1286583,N,Y,47.8823212,-122.322224
MLS Listing,,Condo/Co-op,588 Bell St Unit 3506S,Seattle,WA,98121,2350000,2,1.75,Belltown,1523,,2015,3,1543,1179,Active,,,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-3506S/home/59455362,NWMLS,1273942,N,Y,47.6164498,-122.3428091
MLS Listing,,Vacant Land,10425 22nd Ave SW,Seattle,WA,98146,185000,0,,Shorewood,,7650,,3,,,Active,,,http://www.redfin.com/WA/Seattle/10425-22nd-Ave-SW-98146/home/22486218,NWMLS,1265529,N,Y,47.509397,-122.36273
MLS Listing,,Single Family Residential,4002 S 175th St,SeaTac,WA,98188,424915,4,2.0,SeaTac,2370,13950,1947,3,179,,Active,,,http://www.redfin.com/WA/SeaTac/4002-S-175th-St-98188/home/340617,NWMLS,1286055,N,Y,47.4464303,-122.2826599
MLS Listing,,Single Family Residential,12052 157th Ct NE,Redmond,WA,98052,1335000,4,2.5,Education Hill,3060,6358,2007,3,436,38,Active,,,http://www.redfin.com/WA/Redmond/12052-157th-Ct-NE-98052/home/12301923,NWMLS,1286234,N,Y,47.707914,-122.1307986
MLS Listing,,Townhouse,8025 D 15th Ave NW,Seattle,WA,98117,959950,3,2.75,Crown Hill,2110,1011,2018,3,455,25,Active,,,http://www.redfin.com/WA/Seattle/8025-15th-Ave-NW-98117/home/145563530,NWMLS,1286489,N,Y,47.6876366,-122.3771258
MLS Listing,,Single Family Residential,12816 NE 184th Ct,Bothell,WA,98011,520000,2,2.5,Bothell,1440,10282,1981,3,361,,Active,,,http://www.redfin.com/WA/Bothell/12816-NE-184th-Ct-98011/home/287732,NWMLS,1285936,N,Y,47.7617454,-122.1686105
MLS Listing,,Single Family Residential,305 9th Ave,Kirkland,WA,98033,2600000,5,4.0,Downtown,3182,5042,2018,3,817,,Active,,,http://www.redfin.com/WA/Kirkland/305-9th-Ave-98033/home/113995669,NWMLS,1281136,N,Y,47.6818915,-122.2034367
MLS Listing,,Single Family Residential,17012 136TH PL SE,Renton,WA,98058,430000,3,2.0,Fairwood,1730,9418,1966,3,249,,Active,,,http://www.redfin.com/WA/Renton/17012-136th-Pl-SE-98058/home/227510,NWMLS,1282314,N,Y,47.4496279,-122.1582594
MLS Listing,,Single Family Residential,16430 28th Dr SE,Bothell,WA,98012,485000,4,2.25,Mill Creek,1992,7405,1979,3,243,,Active,,,http://www.redfin.com/WA/Bothell/16430-28th-Dr-SE-98012/home/2784399,NWMLS,1280531,N,Y,47.8485588,-122.1947485
MLS Listing,,Single Family Residential,1021 W McGraw St,Seattle,WA,98119,1985000,4,2.25,Queen Anne,4093,3510,1923,3,485,,Active,May-12-2018 01:00 PM,May-12-2018 04:00 PM,http://www.redfin.com/WA/Seattle/1021-W-McGraw-St-98119/home/132960,NWMLS,1285777,N,Y,47.6394393,-122.3712924
MLS Listing,,Single Family Residential,13505 64th Ave W,Edmonds,WA,98026,889000,3,2.0,Picnic Point,2728,12632,1998,3,326,,Active,,,http://www.redfin.com/WA/Edmonds/13505-64th-Ave-W-98026/home/2853692,NWMLS,1285784,N,Y,47.8759941,-122.319289
MLS Listing,,Single Family Residential,1139 3rd Ave S,Edmonds,WA,98020,749000,3,1.0,Edmonds Bowl,1701,10454,1955,3,440,,Active,,,http://www.redfin.com/WA/Edmonds/1139-3rd-Ave-S-98020/home/2749625,NWMLS,1285521,N,Y,47.8002635,-122.3798925
MLS Listing,,Condo/Co-op,16307 1st Place W #20,Bothell,WA,98012,544444,4,2.25,Martha Lake,2136,2800,2006,3,255,80,Active,,,http://www.redfin.com/WA/Bothell/16307-1st-Pl-W-98012/unit-20/home/17085355,NWMLS,1286541,N,Y,47.8499702,-122.2349352
MLS Listing,,Single Family Residential,24319 102nd Ave SE,Kent,WA,98030,749999,6,3.75,Kent,4038,24057,1966,3,186,,Active,,,http://www.redfin.com/WA/Kent/24319-102nd-Ave-SE-98030/home/397979,NWMLS,1286468,N,Y,47.3836004,-122.205394
MLS Listing,,Multi-Family (5+ Unit),10835 SE 200th St,Kent,WA,98031,2475000,12,6.0,Kent,10764,58500,1967,3,230,,Active,,,http://www.redfin.com/WA/Kent/10835-SE-200th-St-98031/home/2076556,NWMLS,1286437,N,Y,47.4226485,-122.195183
MLS Listing,,Vacant Land,242 7th Ave SE,Bothell,WA,98021,75000,0,,Bothell,,33106,,3,,,Active,,,http://www.redfin.com/WA/Bothell/242-7th-Ave-SE-Unknown/home/145563064,NWMLS,1286430,N,Y,47.777911,-122.223937
MLS Listing,,Single Family Residential,721 NE 55th St,Seattle,WA,98105,895950,4,2.5,University District,1650,2528,1923,3,543,,Active,,,http://www.redfin.com/WA/Seattle/721-NE-55th-St-98105/home/311778,NWMLS,1284431,N,Y,47.6683915,-122.3196941
MLS Listing,,Single Family Residential,2114 NW Far Country Lane,Issaquah,WA,98027,1125000,4,3.0,Issaquah,3100,5981,2004,3,363,86,Active,,,http://www.redfin.com/WA/Issaquah/2114-NW-Far-Country-Ln-98027/home/2070499,NWMLS,1274089,N,Y,47.5406393,-122.0695812
MLS Listing,,Townhouse,8710 42nd Ave S,Seattle,WA,98118,674800,3,3.5,Seattle,1296,1221,2018,3,521,210,Active,,,http://www.redfin.com/WA/Seattle/8710-42nd-Ave-S-98118/home/109661904,NWMLS,1286491,N,Y,47.5248501,-122.2806705
MLS Listing,,Townhouse,20620 76th Ave W Unit A,Edmonds,WA,98026,289950,2,1.5,Edmonds,1019,25136,1968,3,285,275,Active,,,http://www.redfin.com/WA/Edmonds/20620-76th-Ave-W-98026/unit-A/home/2840687,NWMLS,1286111,N,Y,47.8118578,-122.3361404
MLS Listing,,Single Family Residential,2651 SW 172nd St,Burien,WA,98166,925000,4,2.5,Three Tree Point,3330,8608,1994,3,278,,Active,,,http://www.redfin.com/WA/Burien/2651-SW-172nd-St-98166/home/334158,NWMLS,1284238,N,Y,47.4482425,-122.3685489
MLS Listing,,Single Family Residential,6914 218th Ave NE,Redmond,WA,98053,1375000,4,3.25,Hunters Glen,4015,72309,1987,3,342,37,Active,,,http://www.redfin.com/WA/Redmond/6914-218th-Ave-NE-98053/home/443752,NWMLS,1284393,N,Y,47.6676694,-122.0475346
MLS Listing,,Single Family Residential,7721 16th SW,Seattle,WA,98106,350000,1,1.0,Highland Park,660,5040,1918,3,530,,Active,,,http://www.redfin.com/WA/Seattle/7721-16th-Ave-SW-98106/home/476344,NWMLS,1286410,N,Y,47.5329679,-122.3554114
MLS Listing,,Condo/Co-op,5844 NE 75th St Unit A212,Seattle,WA,98115,290000,1,1.0,Sand Point,656,114531,1977,3,442,293,Active,,,http://www.redfin.com/WA/Seattle/5844-NE-75th-St-98115/unit-A212/home/52347,NWMLS,1285285,N,Y,47.6834599,-122.26458
MLS Listing,,Condo/Co-op,23417 16th Ave S Unit B101,Des Moines,WA,98198,175000,2,1.0,Des Moines,696,203861,1984,3,251,298,Active,,,http://www.redfin.com/WA/Des-Moines/23417-16th-Ave-S-98198/unit-B101/home/17381531,NWMLS,1285604,N,Y,47.3911557,-122.3125642
MLS Listing,,Single Family Residential,6011 174th St SE,Snohomish,WA,98296,874950,3,2.5,Clearview,2770,27878,2001,3,316,,Active,,,http://www.redfin.com/WA/Snohomish/6011-174th-St-SE-98296/home/2884989,NWMLS,1281451,N,Y,47.8399301,-122.1514971
MLS Listing,,Single Family Residential,5126 133rd St SW,Edmonds,WA,98026,729900,3,2.25,Wingate,2696,25264,1976,3,271,,Active,,,http://www.redfin.com/WA/Edmonds/5126-133rd-St-SW-98026/home/2772653,NWMLS,1283345,N,Y,47.8773764,-122.3034767
MLS Listing,,Mobile/Manufactured Home,11622 Silver Lake Rd #30,Everett,WA,98208,109500,2,2.0,Silver Lake,1344,,1977,3,81,,Active,,,http://www.redfin.com/WA/Everett/11622-Silver-Way-98208/unit-30/home/2878525,NWMLS,1286248,N,Y,47.8921496,-122.2259826
MLS Listing,,Townhouse,108 96th Ave SE Unit A,Lake Stevens,WA,98258,295000,3,2.5,Lake Stevens,1280,,2000,3,230,235,Active,,,http://www.redfin.com/WA/Lake-Stevens/108-96th-Ave-SE-98258/unit-A/home/2885047,NWMLS,1283185,N,Y,47.995076,-122.10118
MLS Listing,,Single Family Residential,17399 NE 122nd St,Redmond,WA,98052,1419900,5,3.5,Education Hill,3024,5725,2018,3,470,88,Active,,,http://www.redfin.com/WA/Redmond/17399-NE-122nd-St-98052/home/145562442,NWMLS,1286449,N,Y,47.7089601,-122.104958
MLS Listing,,Single Family Residential,17407 NE 122nd St,Redmond,WA,98052,1409900,4,2.75,Education Hill,3290,5738,2018,3,429,88,Active,,,http://www.redfin.com/WA/Redmond/17407-NE-122nd-St-98052/home/145562421,NWMLS,1286436,N,Y,47.7089601,-122.104958
MLS Listing,,Single Family Residential,1405 Hoyt Ave,Everett,WA,98201,325000,2,1.0,Downtown,1037,6098,1910,3,313,,Active,,,http://www.redfin.com/WA/Everett/1405-Hoyt-Ave-98201/home/2687647,NWMLS,1283251,N,Y,47.9987466,-122.2091543
MLS Listing,,Single Family Residential,12223 8th Ave NW,Seattle,WA,98177,1350000,4,2.0,Broadview,3180,7784,1960,3,425,,Active,May-9-2018 11:30 AM,May-9-2018 01:30 PM,http://www.redfin.com/WA/Seattle/12223-8th-Ave-NW-98177/home/291656,NWMLS,1286000,N,Y,47.7185748,-122.3667361
MLS Listing,,Condo/Co-op,2425 33rd Ave W #402,Seattle,WA,98199,1200000,3,2.0,Magnolia,2023,18003,2003,3,593,900,Active,May-8-2018 11:00 AM,May-8-2018 01:00 PM,http://www.redfin.com/WA/Seattle/2425-33rd-Ave-W-98199/unit-402/home/972,NWMLS,1276189,N,Y,47.6402385,-122.3999042
MLS Listing,,Single Family Residential,26228 14th Ave S,Des Moines,WA,98198,425000,3,2.0,Saltwater Park,1304,7725,1967,3,326,,Active,,,http://www.redfin.com/WA/Des-Moines/26228-14th-Ave-S-98198/home/346014,NWMLS,1286440,N,Y,47.3661432,-122.3160105
MLS Listing,,Single Family Residential,7431 W Mercer Way,Mercer Island,WA,98040,2698000,4,3.25,Mercer Island,3900,17000,1986,3,692,,Active,,,http://www.redfin.com/WA/Mercer-Island/7431-W-Mercer-Way-98040/home/258939,NWMLS,1286290,N,Y,47.5355115,-122.2416909
MLS Listing,,Single Family Residential,3912 114th St SE,Everett,WA,98208,589000,4,2.75,Silver Lake,2664,9583,1995,3,221,40,Active,,,http://www.redfin.com/WA/Everett/3912-114th-St-SE-98208/home/2842042,NWMLS,1285132,N,Y,47.894212,-122.1785366
MLS Listing,,Single Family Residential,20537 Marine View Dr SW,Normandy Park,WA,98166,675000,3,2.25,Normandy Park,1750,17176,1965,3,386,,Active,,,http://www.redfin.com/WA/Normandy-Park/20537-Marine-View-Dr-SW-98166/home/334138,NWMLS,1285968,N,Y,47.4196147,-122.3420418
MLS Listing,,Condo/Co-op,1138 N 198th St Unit D304,Shoreline,WA,98133,275000,2,2.0,Echo Lake,854,134105,1986,3,322,309,Active,,,http://www.redfin.com/WA/Shoreline/1138-N-198th-St-98133/unit-D304/home/2117504,NWMLS,1284454,N,Y,47.7725354,-122.3443053
MLS Listing,,Single Family Residential,3423 30th Dr Unit 26.7,Everett,WA,98201,419990,3,3.5,Everett,1548,1751,2018,3,271,130,Active,,,http://www.redfin.com/WA/Everett/3423-30th-Dr-98201/unit-267/home/145562310,NWMLS,1286426,N,Y,47.9719294,-122.1901376
MLS Listing,,Single Family Residential,11640 72nd Place NE,Kirkland,WA,98034,1789800,4,3.75,Holmes Point,3592,15280,2015,3,498,,Active,,,http://www.redfin.com/WA/Kirkland/11640-72nd-Pl-NE-98034/home/22447102,NWMLS,1284380,N,Y,47.7053619,-122.2435631
MLS Listing,,Single Family Residential,13712 90th Ave NE,Kirkland,WA,98034,560000,3,1.0,Finn Hill,970,7181,1969,3,577,,Active,,,http://www.redfin.com/WA/Kirkland/13712-90th-Ave-NE-98034/home/278550,NWMLS,1286405,N,Y,47.7232244,-122.2209313
MLS Listing,,Single Family Residential,22208 92nd Ave W,Edmonds,WA,98020,1099000,5,2.75,Edmonds,3232,9148,2018,3,340,,Active,,,http://www.redfin.com/WA/Edmonds/22208-92nd-Ave-W-98020/home/2731824,NWMLS,1286300,N,Y,47.7972561,-122.3564949
MLS Listing,,Condo/Co-op,5300 Harbour Pointe Blvd Unit 301C,Mukilteo,WA,98275,184950,1,1.0,Harbour Pointe,723,,1989,3,256,315,Active,,,http://www.redfin.com/WA/Mukilteo/5300-Harbour-Pointe-Blvd-98275/unit-301C/home/3034390,NWMLS,1286211,N,Y,47.8968776,-122.3048652
MLS Listing,,Single Family Residential,611 35th Ave,Seattle,WA,98122,675000,2,1.0,Madrona,1290,3000,1901,3,523,,Active,,,http://www.redfin.com/WA/Seattle/611-35th-Ave-98122/home/141484,NWMLS,1282663,N,Y,47.6071643,-122.2886031
MLS Listing,,Single Family Residential,19715 10th Ave S,Des Moines,WA,98148,449950,4,2.0,Des Moines,2000,9081,1955,3,225,,Active,,,http://www.redfin.com/WA/Des-Moines/19715-10th-Ave-S-98148/home/339938,NWMLS,1284423,N,Y,47.4250818,-122.3230822
MLS Listing,,Single Family Residential,12816 SE 185th Place,Renton,WA,98058,428500,4,2.25,Fairwood,2050,9680,1968,3,209,,Active,,,http://www.redfin.com/WA/Renton/12816-SE-185th-Pl-98058/home/389499,NWMLS,1286362,N,Y,47.4366753,-122.1689955
MLS Listing,,Condo/Co-op,11439 SE 257th Unit H101,Kent,WA,98030,200000,3,2.0,East Hill,1004,182039,1983,3,199,351,Active,,,http://www.redfin.com/WA/Kent/11439-SE-257th-Pl-98030/unit-H101/home/145562216,NWMLS,1272240,N,Y,47.371224,-122.1872194
MLS Listing,,Single Family Residential,1701 30th St SE,Snohomish,WA,98290,499950,3,2.0,Snohomish,2006,33541,1965,3,249,,Active,,,http://www.redfin.com/WA/Snohomish/1701-30th-St-98290/home/2451648,NWMLS,1286038,N,Y,47.9453335,-122.1042774
MLS Listing,,Townhouse,10709 221st Lane NE,Redmond,WA,98053,719950,3,2.5,Redmond Ridge,1754,,2000,3,410,197,Active,,,http://www.redfin.com/WA/Redmond/10709-221st-Ln-NE-98053/unit-4/home/68027,NWMLS,1286187,N,Y,47.6943339,-122.044006
MLS Listing,,Vacant Land,1982 Perkins Lane W,Seattle,WA,98199,60000,0,,Magnolia,,2813,,3,,,Active,,,http://www.redfin.com/WA/Seattle/1982-Perkins-Ln-W-98199/home/143221202,NWMLS,1285724,N,Y,47.6364284,-122.4074142
MLS Listing,,Vacant Land,8000 Avondale Rd NE,Redmond,WA,98052,1000000,0,,Avondale,,506055,,3,,,Active,,,http://www.redfin.com/WA/Redmond/8000-Avondale-Rd-NE-98052/home/102007106,NWMLS,1283897,N,Y,47.6806624,-122.1098373
MLS Listing,,Single Family Residential,322 N 122nd St,Seattle,WA,98133,750000,3,1.5,Broadview,1720,6963,1936,3,436,,Active,,,http://www.redfin.com/WA/Seattle/322-N-122nd-St-98133/home/97750,NWMLS,1284661,N,Y,47.7179686,-122.3545093
MLS Listing,,Townhouse,20406 124th Ave NE #62,Bothell,WA,98011,715000,4,3.0,Bothell,2655,3478,2007,3,269,37,Active,,,http://www.redfin.com/WA/Bothell/20406-124th-Ave-NE-98011/unit-62/home/12092757,NWMLS,1286371,N,Y,47.7756252,-122.1754046
MLS Listing,,Condo/Co-op,3924 243rd Place SE Unit G202,Bothell,WA,98021,305000,2,2.0,Bothell,983,701709,1997,3,310,423,Active,,,http://www.redfin.com/WA/Bothell/3924-243rd-Pl-SE-98021/unit-G202/home/16879022,NWMLS,1283765,N,Y,47.776305,-122.180125
MLS Listing,,Vacant Land,11015 164th Ave SE,Renton,WA,98059,500000,0,,Coalfield,,179850,,3,,,Active,,,http://www.redfin.com/WA/Renton/11015-164th-Ave-SE-98059/home/409491,NWMLS,1286090,N,Y,47.5034009,-122.12335
MLS Listing,,Single Family Residential,3321 104th Place SE,Everett,WA,98208,779000,4,2.75,Hilton Lake,3125,8276,1979,3,249,34,Active,May-8-2018 11:30 AM,May-8-2018 01:30 PM,http://www.redfin.com/WA/Everett/3321-104th-Pl-SE-98208/home/2782319,NWMLS,1276235,N,Y,47.902945,-122.1873881
MLS Listing,,Single Family Residential,11405 21st Ave SW,Seattle,WA,98146,599950,4,1.75,Shorewood,1840,9381,1954,3,326,,Active,,,http://www.redfin.com/WA/Seattle/11405-21st-Ave-SW-98146/home/180624,NWMLS,1286231,N,Y,47.5008175,-122.3608268
MLS Listing,,Single Family Residential,411 Windsor Dr SE,Sammamish,WA,98074,1728000,4,4.0,Sammamish,4670,25326,1997,3,370,83,Active,,,http://www.redfin.com/WA/Sammamish/411-Windsor-Dr-SE-98074/home/434554,NWMLS,1285964,N,Y,47.6049697,-122.0057524
MLS Listing,,Single Family Residential,11321 E Riverside Dr,Bothell,WA,98011,799950,3,2.5,Downtown Bothell,2660,74052,1977,3,301,,Active,,,http://www.redfin.com/WA/Bothell/11321-E-Riverside-Dr-98011/home/284605,NWMLS,1286174,N,Y,47.7517821,-122.1885119
MLS Listing,,Single Family Residential,24322 135th Ave SE,Kent,WA,98042,625000,4,2.75,Meridian Valley CC,2730,12640,1978,3,229,75,Active,,,http://www.redfin.com/WA/Kent/24322-135th-Ave-SE-98042/home/401413,NWMLS,1272313,N,Y,47.3831188,-122.1610399
MLS Listing,,Condo/Co-op,14580 NE 31st St Unit G-205,Bellevue,WA,98007,259000,1,1.0,Microsoft,680,435710,1978,3,381,243,Active,,,http://www.redfin.com/WA/Bellevue/14580-NE-31st-St-98007/unit-G205/home/21171,NWMLS,1286052,N,Y,47.6380723,-122.146103
MLS Listing,,Single Family Residential,9404 36th Ave SE,Everett,WA,98208,899000,4,2.5,Eastmont,3110,22216,1989,3,289,5,Active,,,http://www.redfin.com/WA/Everett/9404-36th-Ave-SE-98208/home/2815876,NWMLS,1283071,N,Y,47.9123776,-122.1835698
MLS Listing,,Single Family Residential,2815 E Denny Wy,Seattle,WA,98122,575000,2,1.0,Madison Valley,650,4500,1950,3,885,,Active,,,http://www.redfin.com/WA/Seattle/2815-E-Denny-Way-98122/home/145771,NWMLS,1283460,N,Y,47.6187321,-122.2952646
MLS Listing,,Townhouse,1943 7th Ave W Unit B,Seattle,WA,98119,1379000,4,3.25,Queen Anne,2700,1790,2009,3,511,,Active,May-7-2018 06:00 PM,May-7-2018 08:00 PM,http://www.redfin.com/WA/Seattle/1943-7th-Ave-W-98119/unit-B/home/134961,NWMLS,1286359,N,Y,47.6371813,-122.3666357
MLS Listing,,Single Family Residential,11515 NE 112th St,Kirkland,WA,98033,699000,3,1.75,Forbes Creek,1900,9900,1968,3,368,,Active,,,http://www.redfin.com/WA/Kirkland/11515-NE-112th-St-98033/home/464266,NWMLS,1267159,N,Y,47.7001885,-122.1869638
MLS Listing,,Single Family Residential,12448 14th Ave S,Seattle,WA,98168,469950,3,1.5,Boulevard Park,1020,15000,1928,3,461,,Active,,,http://www.redfin.com/WA/Seattle/12448-14th-Ave-S-98168/home/189179,NWMLS,1280292,N,Y,47.4907548,-122.3150516
MLS Listing,,Single Family Residential,6809 E Mercer Wy,Mercer Island,WA,98040,2495000,4,3.5,Eastside,4300,26443,1934,3,580,,Active,,,http://www.redfin.com/WA/Mercer-Island/6809-E-Mercer-Way-98040/home/256073,NWMLS,1282456,N,Y,47.541343,-122.213321
MLS Listing,,Condo/Co-op,530 Broadway Ave E #115,Seattle,WA,98102,675000,1,1.5,Capitol Hill,925,,2007,3,730,534,Active,,,http://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-115/home/21617402,NWMLS,1284648,N,Y,47.6237244,-122.3206618
MLS Listing,,Single Family Residential,20013 3rd Dr SE,Bothell,WA,98012,549900,3,2.0,Thrashers Corner,1608,10454,1986,3,342,,Active,,,http://www.redfin.com/WA/Bothell/20013-3rd-Dr-SE-98012/home/2806483,NWMLS,1282656,N,Y,47.8158649,-122.2275091
MLS Listing,,Single Family Residential,5606 80th Ave SE,Mercer Island,WA,98040,3750000,4,4.5,Groveland,6440,19050,2008,3,582,,Active,,,http://www.redfin.com/WA/Mercer-Island/5606-80th-Ave-SE-98040/home/258841,NWMLS,1277526,N,Y,47.5522067,-122.2313172
MLS Listing,,Single Family Residential,8038 36th Ave NE,Seattle,WA,98115,700000,3,1.0,Wedgwood,1800,5406,1947,3,389,,Active,,,http://www.redfin.com/WA/Seattle/8038-36th-Ave-NE-98115/home/316664,NWMLS,1286255,N,Y,47.6878462,-122.2893059
MLS Listing,,Single Family Residential,2522 SW 57th Ave,Seattle,WA,98116,575000,2,1.0,Alki,1860,6780,1918,3,309,,Active,,,http://www.redfin.com/WA/Seattle/2522-57th-Ave-SW-98116/home/150354,NWMLS,1286282,N,Y,47.5805166,-122.4048949
MLS Listing,,Single Family Residential,16029 SE 140th St,Renton,WA,98059,995000,4,3.75,Highlands,3294,7767,2018,3,302,,Active,,,http://www.redfin.com/WA/Renton/16029-SE-140th-St-98059/home/145561556,NWMLS,1286350,N,Y,47.4767996,-122.1240631
MLS Listing,,Single Family Residential,17218 SE 42nd Place,Bellevue,WA,98006,825000,3,2.25,Cougar Mountain,1430,15693,1974,3,577,,Active,,,http://www.redfin.com/WA/Bellevue/17218-SE-42nd-Pl-98006/home/236199,NWMLS,1285765,N,Y,47.5692881,-122.1096134
