,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE/SQUAREFT,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,DESC,LABEL
288,1,,Townhouse,8025 D 15th Ave NW,Seattle,WA,98117,959950.0,3,2.75,Crown Hill,2110.0,1011.0,2018.0,11.0,455.0,25.0,Active,,,http://www.redfin.com/WA/Seattle/8025-15th-Ave-NW-98117/home/145563530,NWMLS,1286489,N,Y,47.687636600000005,-122.37712579999999,"Welcome to Juniper Hill. This new community of 2-3-4 Bed 2-3 bth townhomes are ideal for a convenient urban lifestyle. Thoughtfully designed by Sage Homes to maximize natural light & optimize interior space. Standout features include gourmet kitchens, spacious layouts, ductless mini splits for heating & cooling, rooftop decks w/ relaxing views perfect for entertaining & leave a minimal carbon footprint. A+ location close to restaurants, transit, great schools, parks & more. Being Built Green!",0
289,1,,Condo/Co-op,8501 12th Ave NW #401,Seattle,WA,98117,540000.0,2,1.75,Seattle,1209.0,25678.0,1980.0,12.0,447.0,494.0,Active,,,http://www.redfin.com/WA/Seattle/8501-12th-Ave-NW-98117/unit-401/home/58072,NWMLS,1274271,N,Y,47.690960100000005,-122.3718311,"Eagles aerie view of the Cascades & Olympics, & peekaboo Bay view from wrap around deck. Spacious 2 bed, 2 bath, top floor Crown Hill home. Over 1200 sq ft of easy living in light, bright unit w/ south facing windows, solar tubes & fresh paint thruout this awesome space. 1 parking spot in garage, elevator near unit entry. Gas fireplace. Laundry off the kitchen. 4 Closets to die for! Yes, you can see ""the Mountain"" from here. Easy access to Ballard & I-5.. .many shops & restaurants. Walk score 85.",0
290,1,,Single Family Residential,6523 Cleopatra Place NW,Seattle,WA,98117,678000.0,3,1.0,Ballard,1780.0,2115.0,1915.0,13.0,381.0,,Active,,,http://www.redfin.com/WA/Seattle/6523-Cleopatra-Pl-NW-98117/home/496717,NWMLS,1285133,N,Y,47.6767112,-122.36578020000002,"Cape Cod Rambler featuring open great room concept! Updated throughout including new carpet, fresh paint, thermo windows, remodeled kitchen and bath. Kitchen features ample cabinets, counters and a corner sink. Large utility room, fully-fenced lot with mature plants. Excellent location close to transportation and all amenities!",0
291,1,,Vacant Land,3273 NW Esplanade,Seattle,WA,98117,529000.0,0,,North Beach,,9750.0,,14.0,,,Active,,,http://www.redfin.com/WA/Seattle/3273-NW-Esplanade-98117/home/145547271,NWMLS,1284323,N,Y,47.6978674,-122.3999805,"Spacious South facing wonderfully maintained corner unit is full of light, includes Bay windows in dining room. Enjoy the generous bedrooms w/ deep closets. Relax in the large soaking tub. Kitchen equipped with plenty of storage & counter space. Unit offers lots of storage throughout. New roof (2017). Conveniently located near highways & buses. 1 dog up to 60 lbs. or 2 cats allowed. Hardwood floors not allowed. Rental cap met. New sprinklers this month and deck railings painted this summer.",0
292,1,,Condo/Co-op,9023 Mary Ave NW #204,Seattle,WA,98117,518950.0,2,1.75,Crown Hill,1236.0,46385.0,1981.0,20.0,420.0,406.0,Active,,,http://www.redfin.com/WA/Seattle/9023-Mary-Ave-NW-98117/unit-204/home/42268,NWMLS,1276392,N,Y,47.694998999999996,-122.37583459999999,"This could be a fixer or you could possibly sub-divide the lot, You decide! This home has 4 bedrooms and a 1.5 baths up, an unfinished basement that needs some modification as well as it has a huge living room with fireplace, separate dining room and RV parking. And the lot is approx 13,244 SF and goes all the way to the creek.",0
293,1,,Single Family Residential,7500 15th Ave NW Unit A7-45,Seattle,WA,98117,875950.0,2,1.75,Ballard,1542.0,800.0,2018.0,25.0,568.0,,Active,,,http://www.redfin.com/WA/Seattle/7500-15th-Ave-NW-98117/unit-A7-45/home/145386812,NWMLS,1277913,N,Y,47.683367100000005,-122.3764858,"Sage Homes Northwest offers an approach to design that works for the modern mindset. Fun! Flexible! Stylish! Responsible! This 4 bedroom, 3.5 bath stand alone home features interiors with all the right spaces for urban living. Highlights include sleek designer finishes, gourmet kitchen, spa-inspired bathrooms and a coveted VIEW roof top deck! 1900+ sft with a walk score of 80. See all that Fremont has to offer. Photos of similar model home.",0
294,1,,Single Family Residential,8347 12th Ave NW,Seattle,WA,98117,1549000.0,5,3.5,Whittier,3743.0,4323.0,2018.0,29.0,414.0,,Active,,,http://www.redfin.com/WA/Seattle/8347-12th-Ave-NW-98117/home/494992,NWMLS,1247336,N,Y,47.690173,-122.37177120000001,"Coveted Windermere Waterfront! Wrapped in lush privacy with picturesque views of the Cascade Mountains, Mt. Rainier and exquisite morning sunrises, this low-bank property features 145 front feet of crystal clear waterfront and over and acre of land. Nestled into the wonderful Windermere neighborhood yet only minutes to the University of Washington, Downtown Seattle, South Lake Union, Bellevue and the Eastside; this offering is rare and ready for new inspiration from the ground up or studs out.",0
295,1,,Single Family Residential,2803 NW 91st St,Seattle,WA,98117,1375000.0,4,3.5,North Beach,3750.0,6323.0,2003.0,32.0,367.0,,Active,,,http://www.redfin.com/WA/Seattle/2803-NW-91st-St-98117/home/289483,NWMLS,1270180,N,Y,47.69514229999999,-122.39312450000001,"Builder/Investor/Developer Opportunity: 4 tax parcels=30,662 sqft in Northgate-Pinehurst. Corner Lot. Zone LR3-RC. Potential 2 build 40,000 sf of Apts, (60+ 2Br Apts) (110+/-EDU's) Condos, Live-Work, (125+/-SEDU’s), 55 +/- Parking Spaces. 28 Townhomes. 2 parcels have business + a house = 6816 Sq. Ft. currently leased. Keep as income, while U develop. Light Rail 2021, Farmer's Mrkt, Northgate Mall Metro Bus Center, Thornton Cinemas, 15 min DT. Hazel Wolfe K-8 STEM School across street",0
296,1,,Single Family Residential,6701 37th Ave NW,Seattle,WA,98117,1858980.0,6,3.25,Sunset Hill,4860.0,7110.0,2005.0,33.0,383.0,,Active,,,http://www.redfin.com/WA/Seattle/6701-37th-Ave-NW-98117/home/2096944,NWMLS,1268091,N,Y,47.677186600000006,-122.40474750000001,"Move in ready Condo with a private roof top deck. No rental cap here! Secured building w/ a Parking space in a secured garage. High end finishes feature a kitchen with slab quartz countertop & large center island, full height backsplash, stainless appliances. Includes lower level 2nd master suite & giant family room. 3 year warranty. All appliances are included. By appointment only.",0
297,1,,Single Family Residential,2127 NW 95th St,Seattle,WA,98117,1349880.0,4,3.5,North Beach,3660.0,3700.0,2004.0,34.0,369.0,,Active,,,http://www.redfin.com/WA/Seattle/2127-NW-95th-St-98117/home/289011,NWMLS,1271505,N,Y,47.698034,-122.3842385,"Named the most beautiful home for sale in the State of Washington by Architectural Digest, this landmark residence is prominently sited on a shy acre with 175’ of Lake Washington waterfront. Originally designed by noted architect Arthur Loveless. Featuring a tennis/sport court, swimming beach & dock with two boat lifts & room for a seaplane or yacht. Expansive views of the lake & The Cascade Mountains this signature residence has been lovingly restored by the present owner. Extraordinary!",0
298,1,,Vacant Land,7354 Alonzo Ave NW,Seattle,WA,98117,475000.0,0,,Whittier,,3835.0,,34.0,,,Active,,,http://www.redfin.com/WA/Seattle/7354-Alonzo-Ave-NW-98117/home/145304185,NWMLS,1271789,N,Y,47.6830781,-122.3743808,This block is a prime development opportunity for MUR-70 zone building potential since the block is across 5th Ave from the future light rail station. Lock up the property and enjoy rental potential in the meantime with an opportunity for 2nd kitchen in basement unit.,0
299,1,,Single Family Residential,2108 NW 98 th St,Seattle,WA,98117,1250000.0,6,3.75,North Beach,2830.0,6240.0,1958.0,35.0,442.0,,Active,,,http://www.redfin.com/WA/Seattle/2108-NW-98th-St-98117/home/289035,NWMLS,1267103,N,Y,47.7007325,-122.3834367,"Custom mid-century modern split level. Vaulted ceilings. Open floorplan. Lots of storage. Huge, teak deck. Fantastic outlook.",0
300,1,,Townhouse,9756 4th Ave NW,Seattle,WA,98117,585000.0,3,2.25,Greenwood,1310.0,1510.0,2008.0,35.0,447.0,,Active,,,http://www.redfin.com/WA/Seattle/9756-4th-Ave-NW-98117/home/18657171,NWMLS,1266493,N,Y,47.701400899999996,-122.3615471,Invalid URL,0
301,1,,Condo/Co-op,6533 Seaview Ave NW Unit 510A,Seattle,WA,98117,675000.0,1,1.0,Sunset Hill,804.0,493925.0,1968.0,36.0,840.0,675.0,Active,,,http://www.redfin.com/WA/Seattle/6533-Seaview-Ave-NW-98117/unit-510A/home/52414,NWMLS,1267050,N,Y,47.675990000000006,-122.408667,"Description: My family LLC - ""7428 East Green Lake, LLC"" - is considering selling our property at 7428 East Green Lake Dr. N. , Seattle, WA 98115 sometime in the near future. It is located right on Green Lake (LR2). King County Parcel View: http://blue. kingcounty.com/Assessor/eRealProperty/Dashboard. aspx?ParcelNbr=2883200115 We would probably sell without an agent. We believe its best value to us would be to sell to a land developer / builder (LR2 zoning) that is why we are contacting you and others to let you know of its possible availability. It is currently posted on Zillow’s Make Me Move page (https://www. zillow.com/homes/make_me_move/47.685441,-122.322701,47.679554,-122.334234_rect/16_zm/ ) so we can collect market interest and value information for our property to include in our decision to sell. The residence currently has renters who hold a contract into the summer. We are not particularly soliciting offers at this time. Although, we have received some. Images available on request. Please let me know if you have an interest in this property. I’m better at email than phone but will respond to both. Thank you. John John Nordstrand Manager, 7428 East Green Lake, LLC 7428EGL@gmail.com 425 894-1689",0
302,1,,Condo/Co-op,7033 15th Ave NW Unit D,Seattle,WA,98117,619000.0,2,1.75,Ballard,1330.0,4384.0,1999.0,40.0,465.0,300.0,Active,,,http://www.redfin.com/WA/Seattle/7033-15th-Ave-NW-98117/unit-D/home/102248821,NWMLS,1268791,N,Y,47.6805167,-122.3770926,"Three story off-street townhome facing the Olympics in boutique building. Heart of Ballard. Large living & dining area, great kitchen with all appliances and huge eating bar! Two spacious master suites, each on it's own floor with lovely baths and fantastic private decks with peek-a-boo view of Elliott Bay!Terrific loft office area with big window. Laundry has full size washer, dryer. Secure parking in gated garage. Back on market due to buyer diagnosis of illness 2 days prior to closing. No rental cap!",0
303,1,,Single Family Residential,7733 16th Ave NW,Seattle,WA,98117,1550000.0,4,3.5,Loyal Heights,3140.0,3751.0,2018.0,48.0,494.0,,Active,,,http://www.redfin.com/WA/Seattle/7733-16th-Ave-NW-98117/home/163101,NWMLS,1265264,N,Y,47.68604620000001,-122.3781882,,0
304,1,,Townhouse,9030 14th Ave NW Unit A,Seattle,WA,98117,699000.0,2,1.5,Crown Hill,1427.0,900.0,2018.0,95.0,490.0,,Active,,,http://www.redfin.com/WA/Seattle/9030-14th-Ave-NW-98117/unit-A/home/144836547,NWMLS,1243048,N,Y,47.6952093,-122.37373290000001,,0
305,1,,Vacant Land,1936 NW 99th St,Seattle,WA,98177,299000.0,0,,North Beach,,7112.0,,294.0,,,Active,,,http://www.redfin.com/WA/Seattle/1936-NW-99th-St-98117/home/26765099,NWMLS,1167807,N,Y,47.7013192,-122.38248190000002,"Territorial, west-facing, mountain & water view lot uniquely situated at the end of the road in a private, charming little enclave in North Beach. The steep slope will require an expensive foundation & custom design, so this project is not for the faint of heart. Plans for a 2 story home w/ daylight basement & rooftop deck are approved, or, float a custom modular home atop the foundation. Lot is not subject to Blue Ridge CCR's. Land use permit #3022914. Low holding costs w/ taxes only $550/yr!",0
306,1,,Townhouse,9712 28th Ave SW,Seattle,WA,98126,470000.0,3,2.25,West Seattle,1338.0,111631.0,2003.0,4.0,351.0,203.0,Active,,,http://www.redfin.com/WA/Seattle/9712-28th-Ave-SW-98126/home/145308078,NWMLS,1288143,N,Y,47.516053899999996,-122.36837859999999,"The perfect townhouse in the perfect location. Centrally located & walking distance from West Seattle’s best shopping at Westwood Village offering restaurants, grocery, LA Fitness, Target, & so much more. This sunny 3 BR has beautiful updates including bamboo floors, granite counters and stainless steel appliances. Vaulted ceilings upstairs give the bedrooms a light & airy feel. Attached garage, gated entrance, & no rental cap add to the appeal. Close to transit and only 8 miles from DT Seattle.",0
307,1,,Single Family Residential,3401 Belvidere Ave SW,Seattle,WA,98126,849000.0,3,2.0,Belvidere,2710.0,4976.0,1930.0,12.0,313.0,,Active,,,http://www.redfin.com/WA/Seattle/3401-Belvidere-Ave-SW-98126/home/327918,NWMLS,1283723,N,Y,47.5729975,-122.3795172,"Rare opportunity Tudor home in coveted Belvidere! Situated on corner lot w/ partial city & mtn views, this property can't be missed. Main flr boasts LR/KIT/DR, 2 BR & full BA, upstairs find spacious & private master w/ walk-in closet & 5-piece BA. Mostly fin. lower lvl media RM w/ high ceilings, ready to make your own & attached garage or wine cellar, you choose! Nestled btwn Alaska Junction & Admiral w/ shopping, food, & access to WS Bridge to DT. Enjoy quiet living that’s close to the action!",0
308,1,,Single Family Residential,4104 39th Ave SW,Seattle,WA,98116,799999.0,6,3.0,Belvidere,2420.0,4830.0,1922.0,1.0,331.0,,Active,May-19-2018 12:00 PM,May-19-2018 03:00 PM,http://www.redfin.com/WA/Seattle/4104-39th-Ave-SW-98116/home/328155,NWMLS,1284336,N,Y,47.5662399,-122.38109070000002,"Fantastic three level craftsman high on West Seattle's eastern slope with views from every floor. The main floor and upstairs make up a 4 bed/2 bath home and the lower floor is an updated 2 bed 1 bath with a full kitchen ready for short or long term rentals, or perfect for multi generational housing. Minutes walk to The Junction and all it has. Balcony on main and lower levels facing mountain views. Furniture negotiable, nice size back yard and great curb appeal in front with drip irrigation.",0
309,1,,Single Family Residential,8639 30th Ave SW,Seattle,WA,98126,575000.0,4,1.5,Westwood,2160.0,7560.0,1955.0,1.0,266.0,,Active,May-16-2018 11:00 AM,May-16-2018 01:00 PM,http://www.redfin.com/WA/Seattle/8639-30th-Ave-SW-98126/home/473932,NWMLS,1284426,N,Y,47.5252985,-122.37154950000001,"MID-CENTURY CLASSIC!!! Refinished oak hardwood floors greet you upon entry, huge kitchen with quartz countertops & breakfast bar. Three bedrooms on the main floor with formal dining room option and / or family room. Great potential on the lower level with with second fireplace, half bath, utility room & garage. Alley access to 4+ car driveway in fully-fenced backyard. Over 1,280 sq. feet on the main floor alone. Located on a quiet street with easy access to everything, you will love this home!",0
310,1,,Single Family Residential,6602 High Point Dr SW,Seattle,WA,98126,689000.0,4,2.75,High Point,1900.0,3166.0,2014.0,1.0,363.0,102.0,Active,,,http://www.redfin.com/WA/Seattle/6602-High-Point-Dr-SW-98126/home/18661673,NWMLS,1288769,N,Y,47.5433963,-122.3671802,"Look no further than this excellent opportunity to own a meticulous single family home in the wonderful High Point Community. A spacious chef's kitchen offers ample storage, newer appliances and lends itself to open concept living adorned by stellar natural light and a fireplace. Warm weather invites you into a fully fenced yard with an established garden, territorial and partial city views and a quaint porch. Master bath and walk-in closet, check! Welcome home to a fabulous flow and community.",0
311,1,,Townhouse,6346 34th Ave SW Unit A,Seattle,WA,98126,438850.0,3,2.25,West Seattle,1100.0,1100.0,2007.0,4.0,399.0,,Active,,,http://www.redfin.com/WA/Seattle/6346-34th-Ave-SW-98126/unit-A/home/104408923,NWMLS,1290857,N,Y,47.545096,-122.37458600000001,"The light filled & quiet rooms of this 3 bedroom, end unit townhome will surprise & delight. Enjoy the recently redone kitchen, bamboo floors, carpet, powder room. Home features separate laundry room, private fenced backyard, off-street parking, peek-a-boo views & is free from HOA dues. Close to library, elementary school, transit to downtown & areas south. The Morgan Junction is close by with all that West Seattle offers. Three floors are perfect for house-sharing and/or for your home office.",0
312,1,,Single Family Residential,7156 31st Ave SW,Seattle,WA,98126,550000.0,2,1.0,Westwood,760.0,5140.0,1924.0,4.0,724.0,,Active,,,http://www.redfin.com/WA/Seattle/7156-31st-Ave-SW-98126/home/472437,NWMLS,1290957,N,Y,47.5375314,-122.3721784,"Don't miss this beautiful craftsman home located on a large corner lot!The open floor plan boasts stylish laminate flooring. The kitchen with all white cabinets, quartz counters tops finished off with full height tile back splash opens to the family room w/ space for a dining area. Upgraded bathroom features new tile & lighting! The garage is converted to a great entertaining area adding an additional 579 sqft! It even has an insulated garage door! Do not miss out on this amazing opportunity!",0
313,1,,Townhouse,3260 SW Graham St #404,Seattle,WA,98126,684990.0,4,2.5,High Point,1961.0,,2018.0,4.0,349.0,425.0,Active,,,http://www.redfin.com/WA/Seattle/3260-SW-Graham-St-98126/unit-404/home/145628483,NWMLS,1286794,N,Y,47.5466169,-122.3742473,"Presale opportunity at Polygon Homes newest West Seattle location, High Point at Graham. Come enjoy our distinctive community with lush tree-lined streetscape, winding neighborhood streets, gathering areas, and parks. Elegant and modern fixtures, wood and ceramic tile floors, granite or tile countertops as well as Craftsman influenced architecture. Don't forget about our 3 year warranty!",0
314,1,,Single Family Residential,2745 38th Ave SW,Seattle,WA,98126,765000.0,5,2.0,Admiral,2600.0,3680.0,1926.0,4.0,294.0,,Active,,,http://www.redfin.com/WA/Seattle/2745-38th-Ave-SW-98126/home/328144,NWMLS,1287300,N,Y,47.577858500000005,-122.3804027,"Stunning remodel in a fantastic neighborhood! Open floor plan on main level with gourmet kitchen featuring walnut counter tops, white shaker cabinetry, wide plank oak floors & beautiful mill work throughout. Upper level has three bedrooms & a full bathroom. Lower level with large rec room, guest bedroom, laundry room & storage space! Blocks away from the Admiral business district with cafes, shopping & restaurants. Hiawatha Park just a few minutes away! New construction with craftsman charm.",0
315,1,,Single Family Residential,3036 39th Ave SW,Seattle,WA,98116,1169000.0,5,3.0,Admiral,2322.0,3166.0,2018.0,4.0,503.0,,Active,,,http://www.redfin.com/WA/Seattle/3036-39th-Ave-SW-98116/home/145621962,NWMLS,1288195,N,Y,47.5763549,-122.38103500000001,"NEW HOME in Admiral with open concept & modern details. Great room, engineered wide plank floors on main & stairway, galley kitchen, Bertazzoni appliances, eating bar & nook. Owners suite has 5 piece bath with ‘wet’ room & 2 walk-in closets. 5 bedrooms including one on the main that can double as a den. Large roof deck, territorial views. Heated floors. Pre-plumbed for future mini-split a/c in master bedroom & great room. 2 car garage off paved alley. Close to shops, restaurants, schools.",0
316,1,,Single Family Residential,6016 29th Ave SW,Seattle,WA,98126,688950.0,3,3.0,High Point,2440.0,2076.0,2006.0,5.0,282.0,88.0,Active,,,http://www.redfin.com/WA/Seattle/6016-29th-Ave-SW-98126/home/2115502,NWMLS,1254858,N,Y,47.54758029999999,-122.3699125,"Want to live in a thriving Seattle community? This beautiful home is located in one of ""The 10 Hottest Neighborhoods in Seattle in 2017"" by Seattle Met. Magazine. Impress your guests w/ your cooking skills in your newly remodeled kitchen with stainless steel appliances & abundance of cabinets. Entertain your guests in a spectacular great room w/ hardwood floors. Then retreat to your peaceful master suite on the upper floor. Home is surrounded by many parks, a community garden & near Alki Beach.",0
317,1,,Single Family Residential,2722 Belvidere Ave SW,Seattle,WA,98126,775000.0,2,1.0,Belvidere,1320.0,5000.0,1922.0,6.0,587.0,,Active,,,http://www.redfin.com/WA/Seattle/2722-Belvidere-Ave-SW-98126/home/327965,NWMLS,1288298,N,Y,47.5785497,-122.3788754,"Welcome Home! Picturesque 1922 Belvidere Home. Just what you've been looking for! 2 bedroom, 1 bath and 1 car detached garage. Eye-catching entry with covered porch. Large front room complete with fireplace and beautiful hardwood floors. Separate dining room with period corner built-ins. Kitchen has corner space for washer and dryer (or use the basement hook-ups). Interior access to partially finished quarter basement. Ideal lot, house sits well off the street and backyard is level and has patio.",0
318,1,,Townhouse,3009 SW Cycle Ct,Seattle,WA,98126,399000.0,1,1.5,High Point,1010.0,1157.0,2007.0,6.0,395.0,,Active,,,http://www.redfin.com/WA/Seattle/3009-SW-Cycle-Ct-98126/home/12302946,NWMLS,1289366,N,Y,47.549186999999996,-122.37171399999998,"Built Green Townhome in the award winning Highpoint neighborhood. This is a well kept and maintained community with an abundance of greens space and activity. Simply elegant home with solid oak hardwoods, open kitchen, granite counters, deck and professionally painted. Large windows bring in light, large master loft has vaulted ceilings and a walk in closet. Located on a private drive with an attached garage, this home has everything you need and are looking for.",0
319,1,,Single Family Residential,9614 34th Ave SW,Seattle,WA,98126,545000.0,3,1.0,Arbor Heights,1340.0,6720.0,1942.0,6.0,407.0,,Active,,,http://www.redfin.com/WA/Seattle/9614-34th-Ave-SW-98126/home/154972,NWMLS,1289171,N,Y,47.5170008,-122.3751855,"Absolutely adorable move-in-ready home! Fantastic flow and spaces in this nicely updated Arbor Heights home. Remodeled kitchen and dining space opens to a covered entertaining deck. Summer BBQ’s are around the corner! Easy-maintenance flat backyard with custom stone walking path, fire pit and garden space. Downstairs family room and bedroom adds more space than you'd imagine. Plenty of storage! Excellent Arbor Heights Elementary School and close to Westwood Village See this darling home today!",0
320,1,,Single Family Residential,8620 31st Ave SW,Seattle,WA,98126,525000.0,3,1.0,Westwood,1040.0,7560.0,1952.0,8.0,505.0,,Active,,,http://www.redfin.com/WA/Seattle/8620-31st-Ave-SW-98126/home/473454,NWMLS,1274617,N,Y,47.5258003,-122.3722622,"Urban Gardener's Atomic Ranch: Large sunny yard, deck, fruit trees, garden beds, and berries surround this upgraded Westwood home. Move-in ready with new roof, efficient systems, and double-pane windows. It has a cozy fireplace and lovely original hardwoods, lots of light, and room to grow. The garage conversion is permit-ready to increase your square footage. Quality washer/dryer, plenty of storage. Make this friendly, walkable neighborhood near library, bus lines, and shopping your own!",0
321,1,,Single Family Residential,3418 33rd Ave SW,Seattle,WA,98126,795000.0,4,3.5,Belvidere,2320.0,2994.0,2009.0,12.0,343.0,,Active,,,http://www.redfin.com/WA/Seattle/3418-33rd-Ave-SW-98126/home/21884040,NWMLS,1285673,N,Y,47.572343100000005,-122.37386470000001,"This is a beautiful single owner stand-alone home on a private flower-lined drive. Excellent location to the West Seattle bridge, minutes to downtown, Alki, Luna Park Cafe and the Junctions. 3 beds up, 1 on lower. Amazing Mt. Rainier views and partial water/downtown/shipping lane views from master suite (with a dual-head shower). Hardwood throughout the 2nd level great room adjacent to the 2 decks for comfortable outdoor living space and entertaining.",0
322,1,,Single Family Residential,3604 SW Graham St,Seattle,WA,98126,780000.0,4,1.75,Fairmount,2120.0,7721.0,1949.0,12.0,368.0,,Active,,,http://www.redfin.com/WA/Seattle/3604-SW-Graham-St-98126/home/471219,NWMLS,1285184,N,Y,47.5466843,-122.37803329999998,"Fantastic home on corner lot with tons of updates & second kitchen on lower level. Fresh main flr kitchen flaunts custom cabinets, quartz counters & brand new SS applnc's including gas range. Gleaming refinished hardwd flrs, vinyl windows & brand new 30 yr roof! Cozy main flr gas frplc, gas heat & H2O. Large wrap around deck overlooks fenced, flat, manicured yard. Oversized 2 car det garage! SO MUCH POTENTIAL on lower level (MIL, VRBO, Airbnb)? Just minutes from Lincoln Park & Morgan Junction.",0
323,1,,Single Family Residential,6622 38th Ave SW,Seattle,WA,98126,916000.0,4,2.5,Gatewood,2230.0,5720.0,1976.0,13.0,411.0,,Active,May-15-2018 10:00 AM,May-15-2018 12:00 PM,http://www.redfin.com/WA/Seattle/6622-38th-Ave-SW-98126/home/469884,NWMLS,1283797,N,Y,47.5427472,-122.3802075,"Enjoy wireless, captivating views from special home on coveted Gatewood Hill. Entertain in style from great room featuring unique stone fireplace, beautiful millwork, gorgeous hardwoods & opens to 10’x22’ deck. Ample, custom cabs in updated kitchen w/ stone backsplash & curved bar height counter. Large lower level family room has door to lovely landscaped backyard w/ patio (possible MIL!). Big 2-car garage. Great walking neighborhood, minutes to Lincoln Park, Morgan Junction shops, eateries.",0
324,1,,Single Family Residential,3210 SW Juneau St,Seattle,WA,98126,699900.0,4,3.5,High Point,2780.0,7440.0,1932.0,13.0,252.0,,Active,,,http://www.redfin.com/WA/Seattle/3210-SW-Juneau-St-98126/home/159582,NWMLS,1278782,N,Y,47.5503375,-122.37421869999999,"Stunning remodel duplex! New roof 10-year warranty. New siding. Two kitchen features new quartz countertop, high-end cabinets, and matching stainless steel appliances. New double-pane vinyl windows. New floors & carpet throughout. Fresh paint interior and exterior. Four bathrooms with new tubs, tile surrounds, floor, vanity & toilet. New Light fixture, doors, trim, water heaters, fresh sod, bark. Detached 2-car garage. Huge lot. Live in main house while rent out 2nd house?",0
325,1,,Single Family Residential,3703 37th Ave SW,Seattle,WA,98126,1259000.0,4,3.25,Belvidere,3710.0,5000.0,1998.0,15.0,339.0,,Active,,,http://www.redfin.com/WA/Seattle/3703-37th-Ave-SW-98126/home/328852,NWMLS,1275031,N,Y,47.571052,-122.378519,"Beautiful Craftsman home in the heart of Belvidere. Exquisite in every detail. Views from downtown to Mount Rainier. Main floor features chefs kitchen, great room, fireplace, formal dining room, living room, and office. Luxurious master suite upstairs with reading area, walk-in-closet, 5 piece master bath, jacuzzi, and private view deck. 2 additional bedrooms on the upper level with full bath and laundry. Lower level includes media room, bar, 4th bedroom, 3/4 bath and spacious 2 car garage.",0
326,1,,Single Family Residential,3021 36th Ave SW,Seattle,WA,98126,1350000.0,5,3.5,Belvidere,3080.0,3680.0,1926.0,17.0,438.0,,Active,,,http://www.redfin.com/WA/Seattle/3021-36th-Ave-SW-98126/home/328687,NWMLS,1280433,N,Y,47.5767176,-122.3773584,"Classic Craftsman/Incredible Seattle Skyline/Water Views/Cascade & Mt Rainier Sunrises/Modern Floor Plan/Cherry Cabinets/Cherry, Maple Floors/Radiant Heated Floors in Kitchen/Mud Room/Cozy Family Off Kitchen/Den/5th Bedroom/Master Suite/Gorgeous Master Bath/2 Walk-In Closets/Lower Level MIL/Private Courtyard/Built-In BBQ/Manicured Yard/ Raised Beds/Vegetables/Easy Walk to Parks/Schools/Markets/Restaurants/Easy Commute on Water Taxi to Seattle/Sporting Events/City Actives/Near Harbor Ave Alki Loop",0
327,1,,Single Family Residential,4135 32nd SW,Seattle,WA,98126,924950.0,3,2.0,Belvidere,2250.0,4000.0,1977.0,18.0,411.0,,Active,,,http://www.redfin.com/WA/Seattle/4135-32nd-Ave-SW-98126/home/159643,NWMLS,1280032,N,Y,47.5656648,-122.3737395,"This unique home has an amazing Seattle history. Breathtaking views of Mt. Rainer/Baker, Elliot Bay, & Seattle. At night the skyline truly sparkles. No load baring studs in the home. The builder used actual supports from Seattle King Dome for its beams. 4 in. Tung & groove Fir Floors from 1898 Harry Yesler's mill. Upper levels are bamboo flooring as well. 2 decks, living room, office & kitchen with spectacular views. Home is 40 Ft high, 3 bed, 2 bath, w/ basement & 2 car garage. A true rare find!",0
328,1,,Condo/Co-op,3022 SW Bradford St #305,Seattle,WA,98126,330000.0,1,1.0,West Seattle,569.0,15732.0,1992.0,18.0,580.0,329.0,Active,May-20-2018 01:00 PM,May-20-2018 04:00 PM,http://www.redfin.com/WA/Seattle/3022-SW-Bradford-St-98126/unit-305/home/70187,NWMLS,1281532,N,Y,47.569371600000004,-122.371824,"Spacious 1 bedroom unit w/ lots of upgrades. View of Sound & DT Seattle fr bedroom. Open flr plan; cor unit. kitchen & bathroom w/ ceramic tiles floor, marble tiles countertop, stainless sink, all appliances incld. Wood laminate flr throughout. Surrounding Greenbelt & well maintained garden. Secured lobby entrance w/ elevator & garage. RapidRide bus stop at cor. st, Easy access to W Seattle Bridge, I-5 and downtown Seattle. Near Alki Beach, Parks, shopping & restaurants. Send your best offer!",0
329,1,,Single Family Residential,2920 SW 97th Ct,Seattle,WA,98126,499000.0,3,2.5,Westwood,1610.0,9290.0,1978.0,19.0,310.0,,Active,,,http://www.redfin.com/WA/Seattle/2920-SW-97th-Ct-98126/home/180149,NWMLS,1280004,N,Y,47.51626629999999,-122.37064140000001,"Elegantly updated home on a cul-de-sac! New roof & new flooring. Main level offers 3 bedrooms & 2 bath. Newer windows, Updated Oak Kitchen. Living & Dining area opens to deck & fenced backyard. Lower level offers family room/4th bedroom with 2nd fireplace & slider to patio. Large utility room with half bath. Bonus room/game room. Super size garage with shop space. Extra large 9200+ sq ft Lot with RV parking. Walking distance to Westwood Village, Schools & Entertainment. Great Location!",0
